LD_INFO_SK,BTCH_NM,LD_STRT_TS,LD_END_TS,LD_DURTN_SCND,LD_STS,TNNT_SK,SRC_CD
1408037,BATCH_41,2020-07-02 18:06:58 EDT,2020-07-02 18:07:34 EDT,36,COMPLETED                                                                       ,1,SRC1
1408277,BATCH_42,2020-07-05 06:40:18 EDT,2020-07-05 06:51:36 EDT,678,COMPLETED                                                                       ,1,SRC1
1408397,BATCH_42,2020-07-06 11:35:38 EDT,2020-07-06 11:42:29 EDT,411,COMPLETED                                                                       ,1,SRC1
1408757,BATCH_41,2020-07-10 00:06:40 EDT,2020-07-10 00:07:21 EDT,41,COMPLETED                                                                       ,1,SRC1
1407917,BATCH_21,2020-07-01 17:30:25 EDT,2020-07-01 17:31:32 EDT,67,COMPLETED                                                                       ,1,SRC1
1408157,BATCH_41,2020-07-04 00:06:18 EDT,2020-07-04 00:06:58 EDT,40,COMPLETED                                                                       ,1,SRC1
1408637,BATCH_43,2020-07-08 18:06:14 EDT,2020-07-08 18:06:56 EDT,42,COMPLETED                                                                       ,1,SRC1
1408517,BATCH_44,2020-07-07 18:00:19 EDT,2020-07-07 18:01:23 EDT,64,COMPLETED                                                                       ,1,SRC1
1408997,BATCH_45,2020-07-13 12:00:11 EDT,2020-07-13 12:00:37 EDT,26,COMPLETED                                                                       ,1,SRC1
1409237,BATCH_46,2020-07-16 18:30:16 EDT,2020-07-16 18:30:45 EDT,29,COMPLETED                                                                       ,1,SRC1
1408877,BATCH_47,2020-07-11 12:00:13 EDT,2020-07-11 12:03:06 EDT,173,COMPLETED                                                                       ,1,SRC1
1409117,BATCH_7,2020-07-15 06:00:24 EDT,2020-07-15 06:19:21 EDT,1137,COMPLETED                                                                       ,1,SRC2
1407999,BATCH_42,2020-07-02 11:35:16 EDT,2020-07-02 11:42:05 EDT,409,COMPLETED                                                                       ,1,SRC1
1408839,BATCH_48,2020-07-11 00:00:45 EDT,2020-07-11 00:31:12 EDT,1827,COMPLETED                                                                       ,1,SRC3
1408599,BATCH_42,2020-07-08 09:35:43 EDT,2020-07-08 09:45:14 EDT,571,COMPLETED                                                                       ,1,SRC1
1408719,BATCH_41,2020-07-09 15:04:06 EDT,2020-07-09 15:04:42 EDT,36,COMPLETED                                                                       ,1,SRC1
1408359,BATCH_36,2020-07-06 03:25:09 EDT,,,STARTED                                                                         ,1,SRC4
1407879,BATCH_41,2020-07-01 05:03:07 EDT,2020-07-01 05:03:43 EDT,36,COMPLETED                                                                       ,1,SRC1
1408239,BATCH_41,2020-07-04 22:05:10 EDT,2020-07-04 22:05:58 EDT,48,COMPLETED                                                                       ,1,SRC1
1408119,BATCH_41,2020-07-03 15:03:37 EDT,2020-07-03 15:04:14 EDT,37,COMPLETED                                                                       ,1,SRC1
1408959,BATCH_1,2020-07-13 01:31:11 EDT,2020-07-13 06:49:13 EDT,19082,COMPLETED                                                                       ,1,SRC1
1409319,BATCH_49,2020-07-18 00:00:49 EDT,2020-07-18 00:05:57 EDT,308,COMPLETED                                                                       ,1,SRC5
1408479,BATCH_41,2020-07-07 08:04:48 EDT,2020-07-07 08:05:53 EDT,65,COMPLETED                                                                       ,1,SRC1
1409079,BATCH_50,2020-07-14 16:00:23 EDT,2020-07-14 16:14:28 EDT,845,COMPLETED                                                                       ,1,SRC1
1409199,BATCH_51,2020-07-16 10:00:16 EDT,2020-07-16 10:04:39 EDT,263,COMPLETED                                                                       ,1,SRC1
1408901,BATCH_42,2020-07-11 23:36:38 EDT,2020-07-11 23:43:25 EDT,407,COMPLETED                                                                       ,1,SRC1
1409021,BATCH_42,2020-07-13 21:42:29 EDT,2020-07-13 22:13:24 EDT,1855,COMPLETED                                                                       ,1,SRC1
1408061,BATCH_52,2020-07-03 00:00:44 EDT,2020-07-03 00:06:52 EDT,368,COMPLETED                                                                       ,1,SRC6
1408301,BATCH_47,2020-07-05 12:00:23 EDT,2020-07-05 12:06:38 EDT,375,COMPLETED                                                                       ,1,SRC1
1408421,BATCH_43,2020-07-06 18:06:34 EDT,2020-07-06 18:07:18 EDT,44,COMPLETED                                                                       ,1,SRC1
1407941,BATCH_3,2020-07-01 21:11:15 EDT,2020-07-01 21:51:31 EDT,2416,COMPLETED                                                                       ,1,SRC1
1408541,BATCH_53,2020-07-07 22:01:09 EDT,2020-07-07 22:01:53 EDT,44,COMPLETED                                                                       ,1,SRC1
1408181,BATCH_54,2020-07-04 07:01:58 EDT,2020-07-04 08:23:52 EDT,4914,COMPLETED                                                                       ,1,SRC1
1408781,BATCH_36,2020-07-10 07:43:41 EDT,,,STARTED                                                                         ,1,SRC4
1408661,BATCH_41,2020-07-09 00:06:35 EDT,2020-07-09 00:07:14 EDT,39,COMPLETED                                                                       ,1,SRC1
1409141,BATCH_47,2020-07-15 12:00:17 EDT,2020-07-15 12:03:51 EDT,214,COMPLETED                                                                       ,1,SRC1
1409261,BATCH_42,2020-07-17 04:36:18 EDT,2020-07-17 04:43:36 EDT,438,COMPLETED                                                                       ,1,SRC1
1407939,BATCH_55,2020-07-01 20:58:51 EDT,2020-07-01 21:10:45 EDT,714,COMPLETED                                                                       ,1,SRC1
1408059,BATCH_9,2020-07-03 00:00:43 EDT,2020-07-03 00:05:53 EDT,310,COMPLETED                                                                       ,1,SRC7
1408659,BATCH_56,2020-07-09 00:00:49 EDT,2020-07-09 00:04:53 EDT,244,COMPLETED                                                                       ,1,SRC8
1408299,BATCH_57,2020-07-05 12:00:22 EDT,2020-07-05 12:01:29 EDT,67,COMPLETED                                                                       ,1,SRC1
1408419,BATCH_44,2020-07-06 18:00:26 EDT,2020-07-06 18:01:27 EDT,61,COMPLETED                                                                       ,1,SRC1
1408539,BATCH_53,2020-07-07 21:58:05 EDT,2020-07-07 21:58:41 EDT,36,COMPLETED                                                                       ,1,SRC1
1408179,BATCH_36,2020-07-04 06:56:18 EDT,,,STARTED                                                                         ,1,SRC4
1409259,BATCH_1,2020-07-17 02:43:27 EDT,2020-07-17 05:50:27 EDT,11220,COMPLETED                                                                       ,1,SRC1
1408899,BATCH_39,2020-07-11 22:00:24 EDT,2020-07-11 22:04:19 EDT,235,COMPLETED                                                                       ,1,SRC1
1409019,BATCH_54,2020-07-13 20:24:40 EDT,2020-07-13 22:11:03 EDT,6383,COMPLETED                                                                       ,1,SRC1
1408779,BATCH_36,2020-07-10 07:42:23 EDT,,,STARTED                                                                         ,1,SRC4
1409139,BATCH_42,2020-07-15 11:37:36 EDT,2020-07-15 11:58:08 EDT,1232,COMPLETED                                                                       ,1,SRC1
1408520,BATCH_46,2020-07-07 18:30:21 EDT,2020-07-07 18:32:37 EDT,136,COMPLETED                                                                       ,1,SRC1
1407920,BATCH_44,2020-07-01 18:00:25 EDT,2020-07-01 18:01:34 EDT,69,COMPLETED                                                                       ,1,SRC1
1408640,BATCH_58,2020-07-08 19:00:12 EDT,2020-07-08 19:49:18 EDT,2946,COMPLETED                                                                       ,1,SRC9
1408040,BATCH_41,2020-07-02 19:03:16 EDT,2020-07-02 19:03:53 EDT,37,COMPLETED                                                                       ,1,SRC1
1408160,BATCH_41,2020-07-04 01:03:25 EDT,2020-07-04 01:04:03 EDT,38,COMPLETED                                                                       ,1,SRC1
1408280,BATCH_25,2020-07-05 06:45:00 EDT,2020-07-05 12:43:03 EDT,21483,COMPLETED                                                                       ,1,SRC1
1408400,BATCH_41,2020-07-06 12:03:57 EDT,2020-07-06 12:04:37 EDT,40,COMPLETED                                                                       ,1,SRC1
1408760,BATCH_41,2020-07-10 01:03:49 EDT,2020-07-10 01:04:25 EDT,36,COMPLETED                                                                       ,1,SRC1
1408880,BATCH_42,2020-07-11 13:37:04 EDT,2020-07-11 13:43:53 EDT,409,COMPLETED                                                                       ,1,SRC1
1409000,BATCH_14,2020-07-13 13:37:10 EDT,2020-07-13 14:04:48 EDT,1658,COMPLETED                                                                       ,1,SRC1
1409240,BATCH_59,2020-07-16 20:00:21 EDT,2020-07-16 20:08:28 EDT,487,COMPLETED                                                                       ,1,SRC10
1409120,BATCH_60,2020-07-15 07:00:27 EDT,2020-07-15 11:19:49 EDT,15562,COMPLETED                                                                       ,1,SRC10
1408900,BATCH_42,2020-07-11 22:36:39 EDT,2020-07-11 22:43:24 EDT,405,COMPLETED                                                                       ,1,SRC1
1409020,BATCH_42,2020-07-13 20:44:42 EDT,2020-07-13 21:06:48 EDT,1326,COMPLETED                                                                       ,1,SRC1
1408660,BATCH_48,2020-07-09 00:00:49 EDT,2020-07-09 00:31:45 EDT,1856,COMPLETED                                                                       ,1,SRC3
1407940,BATCH_41,2020-07-01 21:04:47 EDT,2020-07-01 21:05:25 EDT,38,COMPLETED                                                                       ,1,SRC1
1408060,BATCH_61,2020-07-03 00:00:44 EDT,2020-07-03 00:31:11 EDT,1827,COMPLETED                                                                       ,1,SRC11
1408300,BATCH_45,2020-07-05 12:00:22 EDT,2020-07-05 12:00:51 EDT,29,COMPLETED                                                                       ,1,SRC1
1408420,BATCH_41,2020-07-06 18:05:10 EDT,2020-07-06 18:05:59 EDT,49,COMPLETED                                                                       ,1,SRC1
1408540,BATCH_39,2020-07-07 22:00:27 EDT,2020-07-07 22:04:33 EDT,246,COMPLETED                                                                       ,1,SRC1
1408180,BATCH_60,2020-07-04 07:00:22 EDT,2020-07-04 13:51:53 EDT,24691,COMPLETED                                                                       ,1,SRC10
1408780,BATCH_36,2020-07-10 07:42:57 EDT,,,STARTED                                                                         ,1,SRC4
1409140,BATCH_45,2020-07-15 12:00:16 EDT,2020-07-15 12:00:45 EDT,29,COMPLETED                                                                       ,1,SRC1
1409260,BATCH_42,2020-07-17 03:37:04 EDT,2020-07-17 03:54:23 EDT,1039,COMPLETED                                                                       ,1,SRC1
1408943,BATCH_46,2020-07-12 18:30:13 EDT,2020-07-12 18:30:54 EDT,41,COMPLETED                                                                       ,1,SRC1
1408823,BATCH_46,2020-07-10 18:30:22 EDT,2020-07-10 18:30:52 EDT,30,COMPLETED                                                                       ,1,SRC1
1408703,BATCH_62,2020-07-09 10:39:59 EDT,2020-07-09 10:41:27 EDT,88,COMPLETED                                                                       ,1,SRC12
1407983,BATCH_41,2020-07-02 08:03:53 EDT,2020-07-02 08:15:57 EDT,724,COMPLETED                                                                       ,1,SRC1
1407863,BATCH_49,2020-07-01 00:00:39 EDT,2020-07-01 00:06:02 EDT,323,COMPLETED                                                                       ,1,SRC5
1408103,BATCH_63,2020-07-03 10:30:21 EDT,2020-07-03 10:51:31 EDT,1270,COMPLETED                                                                       ,1,SRC1
1408343,BATCH_49,2020-07-06 00:00:49 EDT,2020-07-06 00:05:55 EDT,306,COMPLETED                                                                       ,1,SRC5
1408223,BATCH_21,2020-07-04 17:30:14 EDT,2020-07-04 17:31:21 EDT,67,COMPLETED                                                                       ,1,SRC1
1409183,BATCH_42,2020-07-16 00:37:09 EDT,2020-07-16 00:44:07 EDT,418,COMPLETED                                                                       ,1,SRC1
1408583,BATCH_36,2020-07-08 06:19:14 EDT,,,STARTED                                                                         ,1,SRC4
1408463,BATCH_36,2020-07-07 05:33:01 EDT,,,STARTED                                                                         ,1,SRC4
1409303,BATCH_64,2020-07-17 17:00:17 EDT,,,STARTED                                                                         ,1,SRC1
1409063,BATCH_42,2020-07-14 11:44:56 EDT,2020-07-14 12:00:59 EDT,963,COMPLETED                                                                       ,1,SRC1
1408518,BATCH_41,2020-07-07 18:05:48 EDT,2020-07-07 18:06:27 EDT,39,COMPLETED                                                                       ,1,SRC1
1408038,BATCH_46,2020-07-02 18:30:09 EDT,2020-07-02 18:30:38 EDT,29,COMPLETED                                                                       ,1,SRC1
1408278,BATCH_62,2020-07-05 06:43:03 EDT,2020-07-05 06:44:19 EDT,76,COMPLETED                                                                       ,1,SRC12
1408398,BATCH_47,2020-07-06 12:00:24 EDT,2020-07-06 12:06:45 EDT,381,COMPLETED                                                                       ,1,SRC1
1408158,BATCH_65,2020-07-04 00:31:35 EDT,2020-07-04 00:32:56 EDT,81,COMPLETED                                                                       ,1,SRC13
1407918,BATCH_66,2020-07-01 17:31:54 EDT,2020-07-01 18:00:43 EDT,1729,COMPLETED                                                                       ,1,SRC1
1408638,BATCH_46,2020-07-08 18:30:08 EDT,2020-07-08 18:30:38 EDT,30,COMPLETED                                                                       ,1,SRC1
1408758,BATCH_65,2020-07-10 00:31:49 EDT,2020-07-10 00:33:11 EDT,82,COMPLETED                                                                       ,1,SRC13
1408998,BATCH_42,2020-07-13 12:37:27 EDT,2020-07-13 12:47:11 EDT,584,COMPLETED                                                                       ,1,SRC1
1409238,BATCH_42,2020-07-16 18:37:53 EDT,2020-07-16 18:45:02 EDT,429,COMPLETED                                                                       ,1,SRC1
1408878,BATCH_45,2020-07-11 12:00:14 EDT,2020-07-11 12:00:42 EDT,28,COMPLETED                                                                       ,1,SRC1
1409118,BATCH_46,2020-07-15 06:00:25 EDT,2020-07-15 06:01:05 EDT,40,COMPLETED                                                                       ,1,SRC1
1409041,BATCH_42,2020-07-14 05:38:22 EDT,2020-07-14 05:45:31 EDT,429,COMPLETED                                                                       ,1,SRC1
1408801,BATCH_63,2020-07-10 10:30:21 EDT,2020-07-10 10:52:02 EDT,1301,COMPLETED                                                                       ,1,SRC1
1408441,BATCH_61,2020-07-07 00:00:39 EDT,2020-07-07 00:31:02 EDT,1823,COMPLETED                                                                       ,1,SRC11
1408201,BATCH_42,2020-07-04 10:34:46 EDT,2020-07-04 10:45:59 EDT,673,COMPLETED                                                                       ,1,SRC1
1407961,BATCH_41,2020-07-02 00:06:02 EDT,2020-07-02 00:06:47 EDT,45,COMPLETED                                                                       ,1,SRC1
1408081,BATCH_42,2020-07-03 05:34:57 EDT,2020-07-03 05:42:33 EDT,456,COMPLETED                                                                       ,1,SRC1
1408561,BATCH_61,2020-07-08 00:00:38 EDT,2020-07-08 00:32:22 EDT,1904,COMPLETED                                                                       ,1,SRC11
1408321,BATCH_44,2020-07-05 18:00:19 EDT,2020-07-05 18:01:25 EDT,66,COMPLETED                                                                       ,1,SRC1
1408921,BATCH_42,2020-07-12 07:36:04 EDT,2020-07-12 07:42:49 EDT,405,COMPLETED                                                                       ,1,SRC1
1409281,BATCH_25,2020-07-17 08:29:05 EDT,2020-07-17 09:22:22 EDT,3197,COMPLETED                                                                       ,1,SRC1
1408681,BATCH_42,2020-07-09 07:36:00 EDT,2020-07-09 07:42:30 EDT,390,COMPLETED                                                                       ,1,SRC1
1409161,BATCH_67,2020-07-15 18:00:18 EDT,2020-07-15 18:02:11 EDT,113,COMPLETED                                                                       ,1,SRC1
1408009,BATCH_36,2020-07-02 13:56:16 EDT,,,STARTED                                                                         ,1,SRC4
1408609,BATCH_25,2020-07-08 11:00:11 EDT,2020-07-08 13:50:03 EDT,10192,COMPLETED                                                                       ,1,SRC1
1408129,BATCH_66,2020-07-03 17:31:55 EDT,2020-07-03 18:05:44 EDT,2029,COMPLETED                                                                       ,1,SRC1
1408249,BATCH_68,2020-07-05 00:00:49 EDT,2020-07-05 00:06:01 EDT,312,COMPLETED                                                                       ,1,SRC14
1408369,BATCH_25,2020-07-06 05:28:11 EDT,2020-07-06 10:16:35 EDT,17304,COMPLETED                                                                       ,1,SRC1
1407889,BATCH_42,2020-07-01 08:35:22 EDT,2020-07-01 08:48:40 EDT,798,COMPLETED                                                                       ,1,SRC1
1408489,BATCH_69,2020-07-07 10:30:16 EDT,2020-07-07 10:45:37 EDT,921,COMPLETED                                                                       ,1,SRC1
1408729,BATCH_42,2020-07-09 17:37:06 EDT,2020-07-09 17:44:44 EDT,458,COMPLETED                                                                       ,1,SRC1
1408969,BATCH_36,2020-07-13 06:50:11 EDT,,,STARTED                                                                         ,1,SRC4
1408849,BATCH_36,2020-07-11 05:50:37 EDT,,,STARTED                                                                         ,1,SRC4
1409329,BATCH_42,2020-07-18 01:36:45 EDT,2020-07-18 01:43:49 EDT,424,COMPLETED                                                                       ,1,SRC1
1409089,BATCH_44,2020-07-14 18:00:18 EDT,2020-07-14 18:01:20 EDT,62,COMPLETED                                                                       ,1,SRC1
1409209,BATCH_63,2020-07-16 10:30:18 EDT,2020-07-16 10:52:29 EDT,1331,COMPLETED                                                                       ,1,SRC1
1408615,BATCH_41,2020-07-08 12:04:25 EDT,2020-07-08 12:05:10 EDT,45,COMPLETED                                                                       ,1,SRC1
1408135,BATCH_46,2020-07-03 18:30:09 EDT,2020-07-03 18:30:37 EDT,28,COMPLETED                                                                       ,1,SRC1
1408735,BATCH_42,2020-07-09 18:37:34 EDT,2020-07-09 18:44:10 EDT,396,COMPLETED                                                                       ,1,SRC1
1408255,BATCH_42,2020-07-05 00:34:51 EDT,2020-07-05 00:41:33 EDT,402,COMPLETED                                                                       ,1,SRC1
1408375,BATCH_42,2020-07-06 06:34:55 EDT,2020-07-06 06:41:37 EDT,402,COMPLETED                                                                       ,1,SRC1
1408015,BATCH_42,2020-07-02 14:41:08 EDT,2020-07-02 15:02:06 EDT,1258,COMPLETED                                                                       ,1,SRC1
1407895,BATCH_69,2020-07-01 10:30:11 EDT,2020-07-01 10:51:30 EDT,1279,COMPLETED                                                                       ,1,SRC1
1408495,BATCH_45,2020-07-07 12:00:21 EDT,2020-07-07 12:00:48 EDT,27,COMPLETED                                                                       ,1,SRC1
1409095,BATCH_53,2020-07-14 20:47:12 EDT,2020-07-14 20:47:38 EDT,26,COMPLETED                                                                       ,1,SRC1
1408855,BATCH_46,2020-07-11 06:00:23 EDT,2020-07-11 06:01:04 EDT,41,COMPLETED                                                                       ,1,SRC1
1408975,BATCH_60,2020-07-13 07:00:19 EDT,2020-07-13 12:27:56 EDT,19657,COMPLETED                                                                       ,1,SRC10
1409215,BATCH_45,2020-07-16 12:00:20 EDT,2020-07-16 12:00:47 EDT,27,COMPLETED                                                                       ,1,SRC1
1409335,BATCH_36,2020-07-18 04:27:09 EDT,,,STARTED                                                                         ,1,SRC4
1409098,BATCH_42,2020-07-14 22:37:19 EDT,2020-07-14 22:44:15 EDT,416,COMPLETED                                                                       ,1,SRC1
1408138,BATCH_42,2020-07-03 19:35:01 EDT,2020-07-03 19:44:32 EDT,571,COMPLETED                                                                       ,1,SRC1
1408018,BATCH_55,2020-07-02 15:07:11 EDT,2020-07-02 15:23:03 EDT,952,COMPLETED                                                                       ,1,SRC1
1408258,BATCH_41,2020-07-05 02:04:08 EDT,2020-07-05 02:04:44 EDT,36,COMPLETED                                                                       ,1,SRC1
1408378,BATCH_41,2020-07-06 07:06:03 EDT,2020-07-06 07:06:42 EDT,39,COMPLETED                                                                       ,1,SRC1
1407898,BATCH_42,2020-07-01 10:35:35 EDT,2020-07-01 10:48:32 EDT,777,COMPLETED                                                                       ,1,SRC1
1408498,BATCH_42,2020-07-07 12:36:29 EDT,2020-07-07 12:43:42 EDT,433,COMPLETED                                                                       ,1,SRC1
1408738,BATCH_59,2020-07-09 20:00:23 EDT,2020-07-09 20:08:38 EDT,495,COMPLETED                                                                       ,1,SRC10
1408618,BATCH_42,2020-07-08 13:36:45 EDT,2020-07-08 13:43:30 EDT,405,COMPLETED                                                                       ,1,SRC1
1408858,BATCH_17,2020-07-11 07:20:22 EDT,2020-07-11 08:54:14 EDT,5632,COMPLETED                                                                       ,1,SRC1
1409218,BATCH_70,2020-07-16 12:43:53 EDT,2020-07-16 13:08:13 EDT,1460,COMPLETED                                                                       ,1,SRC1
1408978,BATCH_71,2020-07-13 08:00:23 EDT,2020-07-13 08:16:13 EDT,950,COMPLETED                                                                       ,1,SRC10
1409338,BATCH_54,2020-07-18 04:33:20 EDT,2020-07-18 05:58:29 EDT,5109,COMPLETED                                                                       ,1,SRC1
1408149,BATCH_72,2020-07-04 00:00:49 EDT,2020-07-04 00:06:49 EDT,360,COMPLETED                                                                       ,1,SRC15
1408029,BATCH_64,2020-07-02 17:00:27 EDT,,,STARTED                                                                         ,1,SRC1
1408749,BATCH_56,2020-07-10 00:00:35 EDT,2020-07-10 00:04:15 EDT,220,COMPLETED                                                                       ,1,SRC8
1407909,BATCH_50,2020-07-01 16:00:19 EDT,2020-07-01 18:28:29 EDT,8890,COMPLETED                                                                       ,1,SRC1
1408269,BATCH_41,2020-07-05 05:14:31 EDT,2020-07-05 05:15:21 EDT,50,COMPLETED                                                                       ,1,SRC1
1408389,BATCH_41,2020-07-06 10:04:05 EDT,2020-07-06 10:04:45 EDT,40,COMPLETED                                                                       ,1,SRC1
1408629,BATCH_73,2020-07-08 17:00:25 EDT,2020-07-08 17:01:04 EDT,39,COMPLETED                                                                       ,1,SRC16
1409109,BATCH_65,2020-07-15 00:31:42 EDT,2020-07-15 00:32:31 EDT,49,COMPLETED                                                                       ,1,SRC13
1408509,BATCH_42,2020-07-07 16:39:06 EDT,2020-07-07 16:46:41 EDT,455,COMPLETED                                                                       ,1,SRC1
1408869,BATCH_51,2020-07-11 10:00:26 EDT,2020-07-11 10:05:03 EDT,277,COMPLETED                                                                       ,1,SRC1
1408989,BATCH_51,2020-07-13 10:00:28 EDT,2020-07-13 10:05:01 EDT,273,COMPLETED                                                                       ,1,SRC1
1409349,BATCH_25,2020-07-18 06:59:01 EDT,2020-07-18 08:49:39 EDT,6638,COMPLETED                                                                       ,1,SRC1
1409229,BATCH_64,2020-07-16 17:00:14 EDT,,,STARTED                                                                         ,1,SRC1
1408616,BATCH_42,2020-07-08 12:36:50 EDT,2020-07-08 12:43:54 EDT,424,COMPLETED                                                                       ,1,SRC1
1408016,BATCH_41,2020-07-02 15:04:35 EDT,2020-07-02 15:05:18 EDT,43,COMPLETED                                                                       ,1,SRC1
1408136,BATCH_42,2020-07-03 18:34:49 EDT,2020-07-03 18:42:12 EDT,443,COMPLETED                                                                       ,1,SRC1
1409096,BATCH_42,2020-07-14 21:37:31 EDT,2020-07-14 22:03:33 EDT,1562,COMPLETED                                                                       ,1,SRC1
1408256,BATCH_41,2020-07-05 01:03:41 EDT,2020-07-05 01:04:18 EDT,37,COMPLETED                                                                       ,1,SRC1
1408376,BATCH_60,2020-07-06 07:00:25 EDT,2020-07-06 17:28:25 EDT,37680,COMPLETED                                                                       ,1,SRC10
1408736,BATCH_41,2020-07-09 19:04:10 EDT,2020-07-09 19:04:49 EDT,39,COMPLETED                                                                       ,1,SRC1
1407896,BATCH_63,2020-07-01 10:30:14 EDT,2020-07-01 10:51:30 EDT,1276,COMPLETED                                                                       ,1,SRC1
1408496,BATCH_47,2020-07-07 12:00:23 EDT,2020-07-07 12:06:48 EDT,385,COMPLETED                                                                       ,1,SRC1
1408856,BATCH_42,2020-07-11 06:36:24 EDT,2020-07-11 06:53:50 EDT,1046,COMPLETED                                                                       ,1,SRC1
1408976,BATCH_74,2020-07-13 07:00:21 EDT,2020-07-13 07:24:53 EDT,1472,COMPLETED                                                                       ,1,SRC1
1409336,BATCH_36,2020-07-18 04:27:48 EDT,,,STARTED                                                                         ,1,SRC4
1409216,BATCH_3,2020-07-16 12:05:54 EDT,2020-07-16 12:43:21 EDT,2247,COMPLETED                                                                       ,1,SRC1
1408139,BATCH_41,2020-07-03 20:04:14 EDT,2020-07-03 20:04:53 EDT,39,COMPLETED                                                                       ,1,SRC1
1407899,BATCH_71,2020-07-01 11:11:39 EDT,2020-07-01 12:15:47 EDT,3848,COMPLETED                                                                       ,1,SRC10
1408259,BATCH_1,2020-07-05 02:06:32 EDT,2020-07-05 04:07:48 EDT,7276,COMPLETED                                                                       ,1,SRC1
1408379,BATCH_42,2020-07-06 07:34:59 EDT,2020-07-06 07:41:46 EDT,407,COMPLETED                                                                       ,1,SRC1
1408739,BATCH_41,2020-07-09 20:04:37 EDT,2020-07-09 20:05:19 EDT,42,COMPLETED                                                                       ,1,SRC1
1408019,BATCH_3,2020-07-02 15:23:35 EDT,2020-07-02 16:11:41 EDT,2886,COMPLETED                                                                       ,1,SRC1
1408499,BATCH_41,2020-07-07 13:04:06 EDT,2020-07-07 13:04:42 EDT,36,COMPLETED                                                                       ,1,SRC1
1408619,BATCH_41,2020-07-08 14:04:07 EDT,2020-07-08 14:04:45 EDT,38,COMPLETED                                                                       ,1,SRC1
1409099,BATCH_42,2020-07-14 23:37:11 EDT,2020-07-14 23:44:39 EDT,448,COMPLETED                                                                       ,1,SRC1
1408859,BATCH_55,2020-07-11 07:20:23 EDT,2020-07-11 07:31:53 EDT,690,COMPLETED                                                                       ,1,SRC1
1409219,BATCH_62,2020-07-16 12:43:53 EDT,2020-07-16 12:45:19 EDT,86,COMPLETED                                                                       ,1,SRC12
1408979,BATCH_24,2020-07-13 08:15:23 EDT,2020-07-13 08:16:52 EDT,89,COMPLETED                                                                       ,1,SRC17
1409339,BATCH_42,2020-07-18 04:36:57 EDT,2020-07-18 04:46:44 EDT,587,COMPLETED                                                                       ,1,SRC1
1408154,BATCH_68,2020-07-04 00:00:54 EDT,2020-07-04 00:05:13 EDT,259,COMPLETED                                                                       ,1,SRC14
1408034,BATCH_67,2020-07-02 18:00:28 EDT,2020-07-02 18:02:00 EDT,92,COMPLETED                                                                       ,1,SRC1
1407914,BATCH_64,2020-07-01 17:00:25 EDT,2020-07-01 17:01:10 EDT,45,COMPLETED                                                                       ,1,SRC1
1408754,BATCH_48,2020-07-10 00:00:37 EDT,2020-07-10 00:31:26 EDT,1849,COMPLETED                                                                       ,1,SRC3
1408274,BATCH_46,2020-07-05 06:00:13 EDT,2020-07-05 06:12:12 EDT,719,COMPLETED                                                                       ,1,SRC1
1408394,BATCH_14,2020-07-06 10:48:14 EDT,2020-07-06 11:17:07 EDT,1733,COMPLETED                                                                       ,1,SRC1
1408514,BATCH_66,2020-07-07 17:31:16 EDT,2020-07-07 18:06:07 EDT,2091,COMPLETED                                                                       ,1,SRC1
1408634,BATCH_67,2020-07-08 18:00:26 EDT,2020-07-08 18:01:42 EDT,76,COMPLETED                                                                       ,1,SRC1
1408874,BATCH_42,2020-07-11 10:36:09 EDT,2020-07-11 10:47:22 EDT,673,COMPLETED                                                                       ,1,SRC1
1409354,BATCH_42,2020-07-18 08:37:06 EDT,2020-07-18 08:45:21 EDT,495,COMPLETED                                                                       ,1,SRC1
1408994,BATCH_42,2020-07-13 10:36:46 EDT,2020-07-13 10:49:15 EDT,749,COMPLETED                                                                       ,1,SRC1
1409114,BATCH_42,2020-07-15 03:39:11 EDT,2020-07-15 03:52:49 EDT,818,COMPLETED                                                                       ,1,SRC1
1409234,BATCH_67,2020-07-16 18:00:17 EDT,2020-07-16 18:01:32 EDT,75,COMPLETED                                                                       ,1,SRC1
1408045,BATCH_41,2020-07-02 21:03:22 EDT,2020-07-02 21:03:59 EDT,37,COMPLETED                                                                       ,1,SRC1
1408645,BATCH_41,2020-07-08 21:03:57 EDT,2020-07-08 21:04:34 EDT,37,COMPLETED                                                                       ,1,SRC1
1407925,BATCH_58,2020-07-01 19:00:11 EDT,2020-07-01 21:02:55 EDT,7364,COMPLETED                                                                       ,1,SRC9
1408525,BATCH_41,2020-07-07 19:05:07 EDT,2020-07-07 19:05:49 EDT,42,COMPLETED                                                                       ,1,SRC1
1408165,BATCH_41,2020-07-04 03:04:02 EDT,2020-07-04 03:04:41 EDT,39,COMPLETED                                                                       ,1,SRC1
1408285,BATCH_75,2020-07-05 08:02:09 EDT,2020-07-05 08:44:04 EDT,2515,COMPLETED                                                                       ,1,SRC18
1408405,BATCH_42,2020-07-06 14:56:14 EDT,2020-07-06 15:03:09 EDT,415,COMPLETED                                                                       ,1,SRC1
1408765,BATCH_41,2020-07-10 03:05:10 EDT,2020-07-10 03:06:14 EDT,64,COMPLETED                                                                       ,1,SRC1
1408885,BATCH_42,2020-07-11 16:35:37 EDT,2020-07-11 16:42:29 EDT,412,COMPLETED                                                                       ,1,SRC1
1409245,BATCH_42,2020-07-16 23:36:25 EDT,2020-07-16 23:43:30 EDT,425,COMPLETED                                                                       ,1,SRC1
